4Q88	Psalms|107|18	2051974|2051975|2051976|2051977|2051978|2051979|2051980|2051981|2051982	KL >KL TT<B NPCM WJGJ<W <D C<RJ MWT
4Q88	Psalms|107|19	2051984|2051985|2051986|2051987|2051988|2051989|2051990|2051991|2051992|2051993	WJZ<QW >L JHWH BYR LHM MMYQWTJHM JWCJ<M
4Q88	Psalms|107|20	2051995|2051996|2051997|2051998|2051999|2052000|2052001|2052002	JCLX DBRW WJRP>M WJMLV MCXJTWTM
4Q88	Psalms|107|22	2052004|2052005|2052006|2052007|2052008|2052009|2052010|2052011|2052012	WJZBXW ZBXJ TWDH WJSPRW M<FJW BRNH
4Q88	Psalms|107|23	2052014|2052015|2052016|2052017|2052018|2052019|2052020|2052021|2052022|2052023	JWRDJ HJM B>WNJWT <FJ ML>KH BMJM RBJM
4Q88	Psalms|107|24	2052025|2052026|2052027|2052028|2052029|2052030|2052031|2052032	HMH R>W M<FJ JHWH JWDW NPL>WTW BMYWLH
4Q88	Psalms|107|25	2052034|2052035|2052036|2052037|2052038|2052039|2052040|2052041|2052042	WJ>MR WJ<MD RWX S<RH WTRWMM GLJM
4Q88	Psalms|107|26	2052044|2052045|2052046|2052047|2052048|2052049|2052050|2052051	J<LW CMJM JRDW THWMWT WNPCM BHM TTMWGG
4Q88	Psalms|107|27	2052053|2052054|2052055|2052056|2052057|2052058|2052059|2052060|2052061|2052062	WJXWGW WJNW<W KCKWR WKL XWKMTM TTBL<
4Q88	Psalms|107|28	2052064|2052065|2052066|2052067|2052068|2052069|2052070|2052071|2052072|2052073|2052074	WJZ<QW >L JHWH BYR LHM MMYJQWTJHM WJCJ<M
4Q88	Psalms|107|29	2052076|2052077|2052078|2052079|2052080|2052081|2052082|2052083|2052084	WJWPK C<RH LDMMH WJXCW GLJ JM
4Q88	Psalms|107|30	2052086|2052087|2052088|2052089|2052090	WJNXM >L MXWZ XPYM
4Q88	Psalms|107|35	2052093|2052094|2052095|2052096|2052097|2052098|2052099|2052100|2052101|2052102	JFM MDBR L>GM MJM >RY YJH LMBW<J MJM
4Q88	Psalms|107|36	2052104|2052105|2052106|2052107|2052108|2052109|2052110|2052111|2052112	WJCB CM <M RB WJKWNNW <RJ MWCB
4Q88	Psalms|107|37	2052114|2052115|2052116|2052117|2052118|2052119|2052120|2052121|2052122|2052123	WJZR<W FDWT WJV<W KRMJM WJ<FW PRJ TBW>H
4Q88	Psalms|107|38	2052125|2052126|2052127|2052128|2052129|2052130|2052131|2052132|2052133	WJBRKM WJRBW M>WD WBHMTM L> JM<JV
4Q88	Psalms|107|39	2052135|2052136|2052137|2052138|2052139|2052140|2052141|2052142	JM<VW WJCXW M<YR R<H WJGWN
4Q88	Psalms|107|40	2052144|2052145|2052146|2052147|2052148|2052149|2052150|2052151|2052152|2052153	CPK BWZ <L NDJBJM WJT<M BTHW L> DRK
4Q88	Psalms|107|41	2052155|2052156|2052157|2052158|2052159|2052163|2052164|2052165	WJFGB >BJWN B<NJ KY>N MCPXWT
4Q88	Psalms|107|42	2052167|2052168|2052169|2052170|2052171|2052172|2052173|2052174|2052175	JR>W JCRJM WJFMXW WKL <WLH QPY PJH
4Q88	Psalms|109|4	2052178|2052179	>HBTJ JSVMWNJ
4Q88	Psalms|109|5	2052181|2052182|2052183|2052184|2052185|2052186|2052187|2052188|2052189	JSJMW <LJ R<H TXT VWBH WFN>H TXT >HBTJ
4Q88	Psalms|109|6	2052191|2052192|2052193|2052194|2052195|2052196|2052197|2052198	HPQD <LJW RC< WFWVN J<MD <L JMJNW
4Q88	Psalms|109|24	2052205|2052206|2052207|2052208|2052209|2052210|2052211|2052212|2052213	BRKJ KCLW MYWM WBFRJ KXC MCMN
4Q88	Psalms|109|25	2052215|2052216|2052217|2052218|2052219|2052220|2052221|2052222	W>NJ HJJTJ XRPH LHM JR>WNJ JNJ<WN RWCM
4Q88	Psalms|109|26	2052224|2052225|2052226	<WZRNJ JHWH >LWHJ
4Q88	Psalms|109|27	2052228|2052229|2052230|2052231|2052232	WJD<W KJ JDKH Z>T
4Q88	Psalms|109|28	2052234|2052235|2052236|2052237|2052238|2052239|2052240|2052241|2052242|2052243	JQLLW HMH W>TH TBRK QMW WJBWCW <BDKH JFMX
4Q249j	Leviticus|26|14	1696765|1696766|1696767|1696768|1696769|1696770|1696771	T<FW >T KL HMYWT H>LH
4Q249j	Leviticus|26|15	1696773|1696774|1696775|1696776|1696777|1696778|1696779|1696780|1696781|1696782|1696783|1696784|1696785|1696786|1696787|1696788|1696789|1696790|1696791|1696792|1696793	W>M BXQTJ TM>SW W>M >T MCPVJ TG<L NPCKM LBLTJ <FWT >T KL MYWTJ LHPRKM >T BRJTJ
4Q249j	Leviticus|26|16	1696795|1696796|1696797|1696798|1696799|1696800|1696801|1696802|1696803|1696804|1696805|1696806|1696807|1696808|1696809|1696810|1696811|1696812|1696813|1696814|1696815|1696816|1696817|1696818|1696819|1696820|1696821|1696822|1696823	>P >NJ ><FH Z>T LKM WHPQDTJ <LJKM BHLH >T HCXPT W>T HQDXT MKLWT <JNJM WMDJBT NPC WZR<TM LRJQ ZR<KM W>KLHW >JBJKM
4Q483	Genesis|1|27	1802285|1802286|1802287|1802288|1802289|1802290|1802291|1802292|1802293|1802294	BYLM >LWHJM BR> >WTW ZKR WNQBH BR> >WTM
4Q483	Genesis|1|28	1802296|1802297|1802298|1802299|1802300|1802301|1802302|1802303|1802304|1802305|1802306|1802307|1802308|1802309|1802310|1802311|1802312|1802313|1802314|1802315|1802316|1802317|1802318|1802319|1802320|1802321|1802322|1802323|1802324|1802325|1802326|1802327|1802328|1802329|1802330|1802331|1802332|1802333	WJBRK >WTM >LWHJM WJW>MR LHM >LWHJM PRW WRBW WML>W >T H>RY WKJBCWH WRDW BDGT HJM WB<WP HCMJM WBKWL XJH HRWMFT <L H>RY
4Q483	Genesis|1|9	1802335|1802336|1802337|1802338|1802339|1802340|1802341|1802342|1802343|1802344|1802345|1802346|1802347|1802348	MTXT HCMJM >L MQWM >XD WTR>H HJBCH WJHJ KN
4Q483	Genesis|1|10	1802350|1802351|1802352|1802353|1802354|1802355|1802356|1802357|1802358|1802359|1802360|1802361|1802362|1802363|1802364|1802365	WJQR> >LWHJM LJBCH >RY WLMQWH HMJM QR> JMJM WJR> >LWHJM
4Q483	Genesis|1|29	2071910|2071911|2071912|2071913|2071914|2071915|2071916|2071917|2071918|2071919|2071920|2071921|2071922|2071923|2071924|2071925|2071926	WJW>MR >LWHJM HNH NTTJ LKM >T KWL <FB ZWR< ZR< >CR <L PNJ KWL H>RY
11Q5	Psalms|101|1	2082193|2082194|2082195|2082196|2082197|2082198|2082199|2082200|2082201|2082202	LDWJD MZMWR XSD WMCPV >CJRH LKH JHWH >ZMRH
11Q5	Psalms|101|2	2082204|2082205|2082206|2082207|2082208|2082209|2082210|2082211|2082212|2082213|2082214|2082215|2082216|2082217	>FKJLH BDRK TMJM MTJ TBW> LJ >THLK BTWM LBBJ BQRB BJTJ
11Q5	Psalms|101|3	2082219|2082220|2082221|2082222|2082223|2082224|2082225|2082226|2082227|2082228|2082229|2082230|2082231	LW> >CJT LNGD <JNJ DBR BLJ<L <FH SVJM FN>TJ LW> JDBQ BJ
11Q5	Psalms|101|4	2082233|2082234|2082235|2082236|2082237|2082238|2082239	LBB <QC JSWR MMNJ R< LW> >D<
11Q5	Psalms|101|5	2082241|2082242|2082243|2082244|2082245|2082246|2082247|2082248|2082249|2082250|2082251|2082252|2082253|2082254	MLWCNJ BSTR R<HW >WTW >YMJT GBH <JNJM WRXB LBB >WTW LW> >WKL
11Q5	Psalms|101|6	2082256|2082257|2082258|2082259|2082260|2082261|2082262|2082263|2082264|2082265|2082266|2082267|2082268	<JNJ BN>MNJ >RY LCBT <MDJ HLK BDRK TMJM HW> JCRTNJ
11Q5	Psalms|101|7	2082270|2082271|2082272|2082273|2082274|2082275|2082276|2082277|2082278|2082279|2082280|2082281|2082282|2082283	LW> JCB BQRB BJTJ <FH RMJH DBR CQRJM LW> JKWN LNGD <JNJ
11Q5	Psalms|101|8	2082285|2082286|2082287|2082288|2082289|2082290|2082291|2082292|2082293|2082294|2082295|2082296|2082297|2082298	LBQRJM >YMJT KWL RC<J >RY LHKRJT M<JR JHWH KWL PW<LJ >WN
11Q5	Psalms|102|1	2082300|2082301|2082302|2082303|2082304|2082305|2082306|2082307|2082308|2082309|2082310	TPLH L<NJ KJ J<VWP WLPNJ JHWH JCPK FJXW
11Q5	Psalms|102|2	2082312|2082313|2082314|2082315|2082316|2082317|2082318	JHWH CM<H TPLTJ WCW<TJ >LJK TBW>
11Q5	Psalms|102|18	2082321|2082322|2082323|2082324|2082325|2082326|2082327	H<R<R WLW> BZH >T TPLTM
11Q5	Psalms|102|19	2082329|2082330|2082331|2082332|2082333|2082334|2082335|2082336|2082337|2082338	TKTB Z>T LDWR >XRWN W<M NBR> JHLL JH
11Q5	Psalms|102|20	2082340|2082341|2082342|2082343|2082344|2082345|2082346|2082347|2082348|2082349|2082350|2082351	KJ HCQJP MMRWM QDCW JHWH MCMJM >L H>RY HBJV
11Q5	Psalms|102|21	2082353|2082354|2082355|2082356|2082357|2082358|2082359|2082360	LCM< >NQT >SJR LPTX BNJ TMWTH
11Q5	Psalms|102|22	2082362|2082363|2082364|2082365|2082366|2082367|2082368|2082369|2082370|2082371	LSPR BYJWN CM JHWH WTHLTW BJRWCLJM
11Q5	Psalms|102|23	2082373|2082374|2082375|2082376|2082377|2082378|2082379|2082380|2082381|2082382	BHQBY <MJM JXDW WMMLKWT L<BD >T JHWH
11Q5	Psalms|102|24	2082384|2082385|2082386|2082387|2082388|2082389|2082390	KJ <NH BDRK KXJ QYR JMJ
11Q5	Psalms|102|25	2082392|2082393|2082394|2082395|2082396|2082397|2082398|2082399|2082400|2082401|2082402	>MR >LJ >L T<LNJ BXYJ JMJ BDWR DWRJM CNWTJK
11Q5	Psalms|102|26	2082404|2082405|2082406|2082407|2082408|2082409|2082410|2082411|2082412	LPNJM H>RY NWSDH WM<FJ JDJKH CMJM
11Q5	Psalms|102|27	2082414|2082415|2082416|2082417|2082418|2082419|2082420|2082421|2082422|2082423|2082424|2082425|2082426|2082427|2082428|2082429	HMH J>BDW W>TH T<MD WKWLM KBGD JBLW WKLBWC TXLJPM WJXLPW
11Q5	Psalms|102|28	2082431|2082432|2082433|2082434|2082435|2082436|2082437	W>TH HW> WCNWTJKH LW> JTMW
11Q5	Psalms|102|29	2082439|2082440|2082441|2082442|2082443|2082444|2082445|2082446|2082447|2082448|2082449	BNJ <BDJK JCKWNW WZR<M LPNJK JKWN DWR LDWR
11Q5	Psalms|103|1	2082451|2082452|2082453|2082454|2082455|2082456|2082457|2082458|2082459|2082460	BRKJ NPCJ >T JHWH WKWL QRBJ >T CM QDCW
11Q5	Psalms|109|21	2082462|2082463|2082464|2082465|2082466|2082467|2082468|2082469|2082470|2082471|2082472|2082473	W>TH JHWH >DNJ <FH >TJ LM<N CMKH KJ VWB XSDK HYJLNJ
11Q5	Psalms|109|22	2082475|2082476|2082477|2082478|2082479|2082480|2082481|2082482|2082483|2082484	KJ <NJ W>BJWN >NKJ WLBJ XLL BQRBJ
11Q5	Psalms|109|23	2082486|2082487|2082488|2082489|2082490|2082491|2082492|2082493	KYL KNVWTW NHLKTJ NN<RTJ K>RBH
11Q5	Psalms|109|24	2082495|2082496|2082497|2082498|2082499|2082500|2082501|2082502|2082503	BRKJ KCLW MYWM WBFRJ KXC MCMN
11Q5	Psalms|109|25	2082505|2082506|2082507|2082508|2082509|2082510|2082511|2082512	W>NJ HJJTJ XRPH LHM JR>WNJ JNJ<WN R>CM
11Q5	Psalms|109|26	2082514|2082515|2082516|2082517|2082518|2082519	<ZRNJ JHWH >LHJ HWCJ<NJ KXSDK
11Q5	Psalms|109|27	2082521|2082522|2082523|2082524|2082525|2082526|2082527|2082528	WJD<W KJ JDK Z>T JHWH >TH <FJTH
11Q5	Psalms|109|28	2082530|2082531|2082532|2082533|2082534|2082535|2082536|2082537|2082538|2082539|2082540	JQLLW HMH W>TH TBRK QMW WJBCW W<BDKH JFMX
11Q5	Psalms|109|29	2082542|2082543|2082544|2082545|2082546|2082547|2082548|2082549	JLBCW FWVNJ KLMH WJ<VW KM<JL BCTM
11Q5	Psalms|109|30	2082551|2082552|2082553|2082554|2082555|2082556|2082557|2082558|2082559|2082560	>WDH JHWH M>D BPJ WBTWK RBJM >HLLNW
11Q5	Psalms|109|31	2082562|2082563	KJ <MD
11Q5	Psalms|118|25	2082566|2082567|2082568|2082569|2082570|2082571|2082572|2082573	>N> JHWH HWCJ<H N> >N> JHWH HYLJXH N>
11Q5	Psalms|118|26	2082575|2082576|2082577|2082578|2082579|2082580|2082581|2082582|2082583|2082584|2082585|2082586	BRWK HB> BCM JHWH BRKNWKM BCM MBJT JHWH
11Q5	Psalms|118|27	2082588|2082589|2082590|2082591|2082592|2082593|2082594|2082595|2082596|2082597|2082598|2082599|2082600	>L JHWH WJ>R LNW >SWRJ XG B<BWTJM <D QRNWT HMZBX
11Q5	Psalms|118|28	2082602|2082603|2082604|2082605|2082606|2082607	>LJ >TH W>WDKH >LWHJ >RWMMKH
11Q5	Psalms|118|29	2082609|2082610|2082611|2082612|2082613|2082614|2082615|2082616|2082617|2085459|2085460|2085461|2085462|2085463|2085464|2085465|2085466|2085467|2085468|2085469	HWDW LJHWH KJ VWB KJ L<WLM XSDW HWDW LJHWH KJ VWB KJ L<WLM XSDW HLLW JH
11Q5	Psalms|104|1	2082619|2082620|2082621|2082622|2082623|2082624|2082625|2082626|2082627|2082628|2082629|2082630|2082631|2082632	LDWJD BRKJ NPCJ >T JHWH JHWH >LWHJNW GDLTH MW>DH HWD WHDR LBCTH
11Q5	Psalms|104|2	2082634|2082635|2082636|2082637|2082638|2082639|2082640|2082641	<WVH >WR KFLMH NWVH CMJM KJRJ<H
11Q5	Psalms|104|3	2082643|2082644|2082645|2082646|2082647|2082648|2082649|2082650|2082651|2082652|2082653|2082654|2082655|2082656	HMQRH BMJM <LJWTJW HFM <BJM RKWBW HMHLK <L KNPJ RWX
11Q5	Psalms|104|4	2082658|2082659|2082660|2082661|2082662|2082663	<WFH ML>KJW RWXWT MCRTJW >C LWHVT
11Q5	Psalms|104|5	2082665|2082666|2082667|2082668|2082669|2082670|2082671|2082672|2082673	JSD >RY <L MKWNJH BL TMWV <WLM W<D
11Q5	Psalms|104|6	2082675	THWM
11Q5	Psalms|104|21	2082678|2082679|2082680|2082681|2082682|2082683|2082684|2082685|2082686|2082687|2082688	HKPJRJM C>GJM LVRP WLBQC M>L >WKLM
11Q5	Psalms|104|22	2082690|2082691|2082692|2082693|2082694|2082695|2082696|2082697|2082698	TZRX HCMC WJ>SPWN W>L M<WNWTJHM JRBYWN
11Q5	Psalms|104|23	2082700|2082701|2082702|2082703|2082704|2082705|2082706|2082707|2082708	JY> >DM LPW<LW WL<BWDTW <D <RB
11Q5	Psalms|104|24	2082710|2082711|2082712|2082713|2082714|2082715|2082716|2082717|2082718|2082719|2082720|2082721	MH RBW M<FJKH JHWH KWLM BXWKMH <FJTH ML>H H>RY QNJNKH
11Q5	Psalms|104|25	2082723|2082724|2082725|2082726|2082727|2082728|2082729|2082730|2082731|2082732|2082733|2082734|2082735|2082736|2082737|2082738|2082739	HJM GDWL WRXB JDJM CMH RMF HRBH W>JN LMSPR XJWT QVNWT <M GDWLWT
11Q5	Psalms|104|26	2082741|2082742|2082743|2082744|2082745|2082746|2082747|2082748|2082749	CM >WNJWT JHLKWN LWJTN ZH JYRTH LFXQ BW
11Q5	Psalms|104|27	2082751|2082752|2082753|2082754|2082755|2082756|2082757|2082758|2082759	KWLM >LJKH JFBRW LTT LHM >WKLM B<TW
11Q5	Psalms|104|28	2082761|2082762|2082763|2082764|2082765|2082766|2082767|2082768	TTN LHM WJLQVWN TPTX JDKH JFB<W VWB
11Q5	Psalms|104|29	2082770|2082771|2082772|2082773|2082774|2082775|2082776|2082777	TWSP RWXKH WJGW<W W>L <PRM JCWBW
11Q5	Psalms|104|30	2082779|2082780|2082781|2082782|2082783|2082784|2082785|2082786	TCLX RWXKH WJBR>WN WTXDC PNJ >DMH
11Q5	Psalms|104|31	2082788|2082789|2082790|2082791|2082792|2082793|2082794|2082795|2082796|2082797	WJHJ KBWD JHWH L<WLM JFMX JHWH BM<FJW
11Q5	Psalms|104|32	2082799|2082800|2082801|2082802|2082803|2082804|2082805|2082806|2082807|2082808|2082809|2082810	HMBJV >L H>RY WTR<D JG< BHRJM WJ<CNW
11Q5	Psalms|104|33	2082812|2082813|2082814|2082815|2082816|2082817|2082818|2082819|2082820|2082821	>CJRH LJHWH BXJJ >ZMRH L>LWHJ B<WDJ
11Q5	Psalms|104|34	2082823|2082824|2082825|2082826|2082827|2082828|2082829	J<RB <LJW FJXJ >NKJ >FMX BJHWH
11Q5	Psalms|104|35	2082831|2082832|2082833|2082834|2082835|2082836|2082837|2082838|2082839|2082840|2082841|2082842|2082843|2082844|2082845|2082846	K>CR JTMW XWV>JM M>RY WRC<JM <WD >JNM BRKJ NPCJ >T JHWH HLLWJH
11Q5	Psalms|147|1	2082848|2082849|2082850|2082851|2082852|2082853|2082854|2082855|2082856|2082857	HLLWJH KJ VWB ZMRH >LWHJNW KJ N<JM N>WH THLH
11Q5	Psalms|147|2	2082859|2082860	BWNH JRWCLJM
11Q5	Psalms|147|18	2082862|2082863|2082864|2082865|2082866|2082867|2082868|2082869	JCLX DBRW WJMSM JCB RWXW JZLW MJM
11Q5	Psalms|147|19	2082871|2082872|2082873|2082874|2082875|2082876|2082877|2082878|2082879	MGJD DBRJW LJ<QWB XWQJW WMCPVJW LJFR>L
11Q5	Psalms|147|20	2082881|2082882|2082883|2082884|2082885|2082886|2082887|2082888|2082889|2082890|2082891	LW> <FH KN LKWL GWJ MCPVJM BL HWDJ<M HLLWJH
11Q5	Psalms|105|1	2082893|2082894|2082895|2082896|2082897|2082898|2082899|2082900|2082901|2082902|2082903|2082904|2082905|2082906|2082907|2082908|2082909|2082910|2082911	HWDW LJHWH KJ VWB KJ L<WLM XSDW HWDW LJHWH QR>W BCMW HWDJ<W B<MJM <LJLWTJW
11Q5	Psalms|105|2	2082913|2082914|2082915|2082916|2082917|2082918|2082919|2082920	CJRW LW ZMRW LW FJXW BKWL NPL>WTJW
11Q5	Psalms|105|3	2082922|2082923|2082924|2082925|2082926|2082927|2082928|2082929	HTHLLW BCM QWDCW JFMX LB MBQC RYWNW
11Q5	Psalms|105|4	2082931|2082932|2082933|2082934|2082935|2082936|2082937	DRWCW JHWH W<WZW BQCW PNJW TMJD
11Q5	Psalms|105|5	2082939|2082940|2082941|2082942|2082943|2082944|2082945|2082946	ZKWRW NPL>WTJW >CR <FH MWPTJW WMCPVJ PJW
11Q5	Psalms|105|6	2082948|2082949|2082950|2082951|2082952|2082953|2082954	ZR< >BRHM <BWD <BDJW BNJ J<QWB BXJRW
11Q5	Psalms|105|7	2082956|2082957|2082958|2082959|2082960|2082961|2082962	KJ HW> JHWH WB>RY MCPVJW
11Q5	Psalms|105|8	2082964|2082965|2082966|2082967|2082968|2082969|2082970|2082971|2082972	ZKR L<WLM BRJTW DBR YWH L>LP DWR
11Q5	Psalms|105|9	2082974|2082975|2082976|2082977|2082978|2082979|2082980	>CR KRT <M >BRHM CBW<TW LJFXQ
11Q5	Psalms|105|10	2082982|2082983|2082984|2082985|2082986|2082987|2082988|2082989|2082990|2082991	WJ<MJDH LJ<QWB LXWQ LJFR>L BRJT <WLM
11Q5	Psalms|105|11	2082993|2082994|2082995|2082996|2082997|2082998|2082999|2083000|2083001	L>MWR LKM >TN >T >RY KN<N XBL NXLTKM
11Q5	Psalms|105|25	2083009|2083010|2083011|2083012|2083013|2083014|2083015|2083016|2083017	HPK LBM LFNW> <MW LHTNKL B<BDJW
11Q5	Psalms|105|26	2083019|2083020|2083021|2083022|2083023|2083024|2083025	CLX MCH <BDW >HRWN >CR BXR BW
11Q5	Psalms|105|27	2083027|2083028|2083029|2083030|2083031|2083032|2083033|2083034|2083035	FMW BM DBRJ >TWTJW WMPTJM B>RY XM
11Q5	Psalms|105|28	2083037|2083038|2083039|2083040|2083041|2083042|2083043|2083044|2083045	CLX XWCK WJXCK WLW> MRW >T DBRM
11Q5	Psalms|105|29	2083047|2083048|2083049|2083050|2083051|2083052|2083053|2083054|2083055	FM >T MJMJHM LDM WJMT >T DGTM
11Q5	Psalms|105|30	2083057|2083058|2083059|2083060|2083061|2083062	CRYH >RYM YPRD<JM BXDRJ MLKJHM
11Q5	Psalms|105|31	2083064|2083065|2083066|2083067|2083068|2083069|2083070|2083071	>MR WJB> <RB KNJM BKWL GBWLM
11Q5	Psalms|105|32	2083073|2083074|2083075|2083076|2083077|2083078|2083079	NTN GCMJHM BRD >C LHBWT B>RYM
11Q5	Psalms|105|33	2083081|2083082|2083083|2083084|2083085|2083086|2083087|2083088|2083089	WJK GPNM WT>NTM WJCBR <Y GBWLM
11Q5	Psalms|105|34	2083091|2083092|2083093|2083094|2083095|2083096|2083097|2083098|2083099	>MR WJB> >RBH WJLQ W>JN MSPR
11Q5	Psalms|105|35	2083101|2083102|2083103|2083104|2083105|2083106|2083107|2083108|2083109|2083110	WJ>KL KWL <FB B>RYM WJ>KL PRJ >DMTM
11Q5	Psalms|105|36	2083112|2083113|2083114|2083115|2083116|2083117|2083118|2083119|2083120|2083121	WJK KWL BKWR B>RYM R>CJT LKWL >WNM
11Q5	Psalms|105|37	2083123|2083124|2083125|2083126|2083127|2083128|2083129|2083130|2083131|2083132|2083133|2083134|2083135	WJWY> >T <MW BKSP WZHB W>JN BCBVJW KWCL
11Q5	Psalms|105|38	2083137|2083138|2083139|2083140|2083141|2083142|2083143|2083144	FMX MYRJM BY>TM KJ NPL PXDM <LJHM
11Q5	Psalms|105|39	2083146|2083147|2083148|2083149|2083150|2083151|2083152|2083153|2083154	PRF <NN LMSK W>C LH>JR LJLH
11Q5	Psalms|105|40	2083156|2083157|2083158|2083159|2083160|2083161|2083162|2083163	C>L WJB> FLW WLXM CMJM JFBJ<M
11Q5	Psalms|105|41	2083165|2083166|2083167|2083168|2083169|2083170|2083171|2083172|2083173	PTX YWR WJZWBW MJM HLKW BYJWT NHR
11Q5	Psalms|105|42	2083175|2083176|2083177|2083178|2083179|2083180|2083181|2083182	KJ ZKR >T DBR QDCW >T >BRHM <BDW
11Q5	Psalms|105|43	2083184|2083185|2083186|2083187|2083188|2083189|2083190|2083191|2083192	WJWY> <MW BFFWN BRNH >T BXJRJW
11Q5	Psalms|105|44	2083194|2083195|2083196|2083197|2083198|2083199|2083200|2083201|2083202	WJTN LHM >RYWT GWJM W<ML L>MJM JJRCW
11Q5	Psalms|105|45	2083204|2083205|2083206|2083208|2083209|2083210|2083211|2083212|2083213	B<BWR JCMWRW XWQJW WTWRWTJW JNYRW HLLW JH
11Q5	Psalms|146|9	2083215|2083216|2083217|2083218|2083219|2083220|2083221|2083222|2083224|2083225|2083226|2083227|2083228|2083229|2083231|2083232|2083233|2083234|2083235|2083236|2083238	JTWM W>LMNH J<WDD WDRK RC<JM J<WT MJHWH KWL H>RY MMNW BHWD<W LKWL M<FJW BR> GBWRWTJW
11Q5	Psalms|146|10	2083240|2083241|2083242|2083243|2083244|2083245|2083246|2083248|2083249|2083250|2083251	JMLWK JHWH L<WLM >LWHJKH YJWN LWDWR HLLWJH
11Q5	Psalms|148|1	2083253|2083254|2083255|2083256|2083257|2083258|2083259|2083260|2083261	HLLW JH HLLW JHWH MCMJM HLLWHW BMRWMJM
11Q5	Psalms|148|2	2083263|2083264|2083265|2083266|2083267|2083268	HLLWHW KWL ML>KJW HLLWHW KWL YB>W
11Q5	Psalms|148|3	2083270|2083271|2083272|2083273|2083274|2083275|2083276|2083277	HLLWHW CMC WJRX HLLWHW KWL KWKBJ >WR
